date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:20:42	9545/9545	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:42%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?Support&login	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index6125.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Support)
10:20:42	1492/1492	---M--	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:43%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?&print&mailform	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index617c.html	(from https://www.math.cuhk.edu.hk/conference/eas/?&mailform)
10:20:42	9567/9567	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:43%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?Other_Associations&login	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/indexb78b.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Other_Associations)
10:20:43	246/246	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Jan%202024%2002:20:43%20GMT	http://www.ge-webdesign.de/robots.txt		(from https://www.math.cuhk.edu.hk/conference/eas/?Home)
10:20:43	2924/2924	---M--	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:44%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?The_Third_Young_Scholar_Symposium&print	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/indexc51c.html	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Third_Young_Scholar_Symposium)
10:20:43	1819/1819	---M--	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:44%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?&print&Login	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index4e72.html	(from https://www.math.cuhk.edu.hk/conference/eas/?Home&login)
10:20:43	9597/9597	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:44%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?The_Third_Young_Scholar_Symposium&login	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index59a3.html	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Third_Young_Scholar_Symposium)
10:20:43	3895/3895	---M--	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:44%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?The_Fourth_Young_Scholar_Symposium&print	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index75a7.html	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Fourth_Young_Scholar_Symposium)
10:20:43	9599/9599	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:44%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?The_Fourth_Young_Scholar_Symposium&login	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index9d1c.html	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Fourth_Young_Scholar_Symposium)
10:20:43	181680/181680	---M--	200	added ('OK')	application/pdf	etag:%22d82f40-2c5b0-5ec8d7b4deb92%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/program-schedule.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/program-schedule.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Fifth_Young_Scholar_Symposium)
10:20:44	220843/220843	---M--	200	added ('OK')	image/jpeg	etag:%22d82f3d-35eab-5ec8d78afad7b%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/images/map1.jpg	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/images/map1.jpg	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Fifth_Young_Scholar_Symposium)
10:20:44	1577978/1577978	---M--	200	added ('OK')	application/pdf	etag:%22d82f3f-1813fa-5ec8d7a804da2%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/abstract-book.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/abstract-book.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Fifth_Young_Scholar_Symposium)
10:20:44	225757/225757	---M--	200	added ('OK')	image/jpeg	etag:%22d82f3e-371dd-5ec8d7911b7b7%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/images/map2.jpg	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/images/map2.jpg	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Fifth_Young_Scholar_Symposium)
10:20:44	3241/3241	---M--	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:45%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?The_Fifth_Young_Scholar_Symposium&print	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index69f2.html	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Fifth_Young_Scholar_Symposium)
10:20:44	4524501/4524501	---M--	200	added ('OK')	image/jpeg	etag:%22d82f3c-4509d5-5ec8d20e59e33%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/images/5th-EAS-IPIA-photo.jpg	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/images/5th-EAS-IPIA-photo.jpg	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Fifth_Young_Scholar_Symposium)
10:20:45	3137646/3137646	---M--	200	added ('OK')	image/png	etag:%22d82fc8-2fe06e-5f82c8feccbda%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/images/award_group.png	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/images/award_group.png	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:45	9597/9597	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:46%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?The_Fifth_Young_Scholar_Symposium&login	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index7da2.html	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Fifth_Young_Scholar_Symposium)
10:20:45	4344633/4344633	---M--	200	added ('OK')	application/pdf	etag:%227633ae-424b39-5f7ee743d3a00%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Ando_K.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Ando_K.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:45	11908535/11908535	---M--	200	added ('OK')	application/pdf	etag:%227633b1-b5b5b7-5f7dc10aa1100%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Fei_Zetao.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Fei_Zetao.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:46	1151745/1151745	---M--	200	added ('OK')	application/pdf	etag:%227633ad-119301-5f7f009317080%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Huang_Kuang.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Huang_Kuang.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:46	904882/904882	---M--	200	added ('OK')	application/pdf	etag:%227633a9-dceb2-5f7d72dae9a00%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Tsou_CH.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Tsou_CH.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:46	1472432/1472432	---M--	200	added ('OK')	application/pdf	etag:%227633b0-1677b0-5f7ec45815680%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Lam_Andrew.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Lam_Andrew.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:46	657145/657145	---M--	200	added ('OK')	application/pdf	etag:%227633a6-a06f9-5f7d770cbff80%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Lei_Yunwen.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Lei_Yunwen.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:46	7766138/7766138	---M--	200	added ('OK')	application/pdf	etag:%227633a7-76807a-5f7d72e473080%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Leuschner_Johannes.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Leuschner_Johannes.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:46	511342/511342	---M--	200	added ('OK')	application/pdf	etag:%227633b2-7cd6e-5f7d942309f80%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Lin_YiHsuan.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Lin_YiHsuan.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:47	648569/648569	---M--	200	added ('OK')	application/pdf	etag:%227633a5-9e579-5f7d93f543380%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Lo_Catharine.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Lo_Catharine.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:47	452008/452008	---M--	200	added ('OK')	application/pdf	etag:%227633a4-6e5a8-5f7d93f72b800%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Xu_Zili.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Xu_Zili.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:47	611624/611624	---M--	200	added ('OK')	application/pdf	etag:%227633ac-95528-5f80306aacb00%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Yamamoto_Masahiro.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Yamamoto_Masahiro.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:47	6943745/6943745	---M--	200	added ('OK')	application/pdf	etag:%227633af-69f401-5f7ec7f8f6600%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Yu_S.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Yu_S.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:48	1766758/1766758	---M--	200	added ('OK')	application/pdf	etag:%227633aa-1af566-5f7d72d530c80%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Zhang_Wenlong.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Zhang_Wenlong.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:48	1809513/1809513	---M--	200	added ('OK')	application/pdf	etag:%227633a8-1b9c69-5f7d72e0a2780%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Zhang_Ye.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Zhang_Ye.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:48	737764/737764	---M--	200	added ('OK')	application/pdf	etag:%227633ab-b41e4-5f7a4dc85b280%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Zhou_Zhi.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/speaker/Zhou_Zhi.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:48	130054/130054	---M--	200	added ('OK')	application/pdf	etag:%22d82fc1-1fc06-5f76443afd306%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/abstract.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/abstract.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:49	129688/129688	---M--	200	added ('OK')	application/pdf	etag:%22d82e2c-1fa98-5f76442f15831%22	https://www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/schedule.pdf	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/userfiles/downloads/schedule.pdf	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:49	6970/6970	---M--	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:50%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium&print	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/index0877.html	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
10:20:49	9597/9597	---MC-	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2002:20:50%20GMT	https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium&login	E:/EAS-IPIAwebsite/EAS-IPIA/www.math.cuhk.edu.hk/conference/eas/indexacfc.html	(from https://www.math.cuhk.edu.hk/conference/eas/?The_Sixth_Young_Scholar_Symposium)
